time_ms,dt,cur_x,cur_y,cur_z,cur_yaw,tgt_x,tgt_y,tgt_z,tgt_yaw,v_des_body_x,v_des_body_y,cmd_x,cmd_y,cmd_z,cmd_yaw,out_I_x,out_I_y,inn_I_x,inn_I_y,total_error
1776700147611,0.01,-1.9855946081649805,0.9531383869843664,0.8946173192954378,-1.5586242530275334,-2.0,0.0,2.0,0.0,0.034909702593883825,-0.007631055277619865,0.0,0.0,0.0,40.0,-0.00014405391835019545,-0.009531383869843663,0.0,0.0,1.4596407677434486
1776700147708,0.097,-1.9782216588309376,0.9419771606770578,0.8762620222754814,0.03847795677647604,-2.0,0.0,2.0,0.0,-0.02533264751810764,-0.37380217484945444,-2.194414676172845,-18.072521537283553,24.218405047041696,-40.0,-0.0022565530117492493,-0.10090316845551828,-0.009395403577046773,-0.024822220001691105,1.4664863824671808
1776700147807,0.099,-1.9821137977800949,0.9417263114511523,0.876857701143156,0.01879134391996699,-2.0,0.0,2.0,0.0,-0.017942640988040208,-0.4744924633409717,-0.47530599018204256,-24.795310855104127,40.0,0.46335676734816644,-0.004027287031519855,-0.19413407328918236,-0.0072755597343781165,-0.07161930315177518,1.465816149928319
1776700147908,0.101,-1.9842096517756782,0.9414894624317975,0.8777231373022777,0.030979920083558772,-2.0,0.0,2.0,0.0,-0.02276424984421885,-0.47605252829159556,-0.948921600125321,-24.97337522976867,40.0,-2.824226980347529,-0.005622112202176357,-0.2892245089947939,-0.007472564256232639,-0.11952879214308243,1.4649768255893343
1776700148009,0.101,-1.987245153554694,0.9409679663970715,0.8769251525238018,0.02382753648000581,-2.0,0.0,2.0,0.0,-0.01790629736324478,-0.4778782577181881,-0.5815680202580582,-25.13101067972917,40.0,-0.8631267548555595,-0.006910351693152263,-0.38426227360089815,-0.006234035385457027,-0.16734546985642973,1.4652237074682382
1776700148106,0.097,-1.9990439481543738,0.9509746881079708,0.8921122043042823,-1.5705735541839745,-2.0,0.0,2.0,0.0,0.4850173306927884,-0.000726136291482088,26.560815279294268,1.110371109153583,40.0,40.0,-0.007003088722178004,-0.4765068183473713,0.050821995602594774,-0.1556193399933007,1.460057923271779
1776700148218,0.112,-1.9920650204464017,0.9407804543385245,0.8761403887859194,0.030354912262638083,-2.0,0.0,2.0,0.0,-0.01875308744905414,-0.4816804489738837,-1.6052979285426487,-24.3312854175813,40.0,-40.0,-0.007891806432181018,-0.581874229233286,0.04205533467000353,-0.19916620053057224,1.4656709224393385
1776700148308,0.09,-1.9933031531576517,0.9409568055280652,0.8777477243623267,0.0334512870374477,-2.0,0.0,2.0,0.0,-0.019652859299264233,-0.48209081383865043,-0.7747068484807061,-25.583287983066995,40.0,-2.2823105355632727,-0.008494522647992364,-0.6,0.041518119306578824,-0.242772035716236,1.464545911810602
1776700148407,0.099,-2.0056061751731966,0.9526356111425771,0.8971440016431687,-1.5533446391085985,-2.0,0.0,2.0,0.0,0.4882895911898231,-0.005877642568650086,27.035980957297042,0.6981941604511438,40.0,40.0,-0.007939511305845899,-0.6,0.10175051363663334,-0.2312565783028623,1.4573391471887067
1776700148517,0.11,-1.9965130004099199,0.9423962052834148,0.8794447372930201,0.04810223098211903,-2.0,0.0,2.0,0.0,-0.02514169663371864,-0.48254735460838555,-2.0637035448208065,-24.476374199981244,40.0,-40.0,-0.008323081260754714,-0.6,0.09039461856773105,-0.2736719919276095,1.4641608052666313
