time_ms,dt,cur_x,cur_y,cur_z,cur_yaw,tgt_x,tgt_y,tgt_z,tgt_yaw,v_des_body_x,v_des_body_y,cmd_x,cmd_y,cmd_z,cmd_yaw,out_I_x,out_I_y,inn_I_x,inn_I_y,total_error
1776700613245,0.01,-0.7687687041812996,0.664195350898048,0.849535135164701,0.07396232612767364,-2.0,0.0,2.0,0.0,-0.037490633045703416,-0.0323179893222399,0.0,0.0,0.0,-60.0,-0.012312312958187004,-0.006641953508980481,0.0,0.0,1.811257953240918
1776700613352,0.107,-0.7666592541018263,0.6651408361690967,0.8495039038559987,0.07066817319638757,-2.0,0.0,2.0,0.0,-0.43207037823440614,-0.30437815657869194,-34.21190264710668,-23.97518424864334,34.668091541206,-6.090311289274431,-0.14427977276929155,-0.07781202297907382,-0.04840247557314161,-0.033362641196967156,1.8130590157727837
1776700613455,0.103,-0.7648414235676845,0.6644462874677647,0.8508439363335721,0.0701608711706079,-2.0,0.0,2.0,0.0,-0.6449715414560574,-0.29064856717857784,-50.96596645631341,-22.714676558430877,60.0,-6.441707507006537,-0.27150110614182,-0.14624999058825358,-0.11659921236104626,-0.06247916772626459,1.8131920021126604
1776700613556,0.101,-0.7654270304962212,0.6627302055812073,0.8528682589158656,0.06704276307342309,-2.0,0.0,2.0,0.0,-0.6462904247169203,-0.2929903833247042,-50.82955910510782,-22.826286912823303,60.0,-5.930968466964989,-0.3961929760617017,-0.2131857413519555,-0.18117528920560483,-0.09039820107743043,1.8108818221578693
1776700613651,0.095,-0.7625644187726908,0.6600704199407584,0.8562989131534755,0.07624962251313065,-2.0,0.0,2.0,0.0,-0.6527261885139417,-0.28666407589516263,-52.15257472176078,-22.160269406539364,60.0,-8.379950393677973,-0.5137493562782961,-0.27589243124632756,-0.2458359600622747,-0.11476116928698718,1.8096938837886531
1776700613749,0.098,-0.7614674428007965,0.657216625145178,0.8592700433165497,0.06904927626410425,-2.0,0.0,2.0,0.0,-0.6529037155706093,-0.29106117778714574,-52.023484480872796,-22.587040629172417,60.0,-5.768474410551091,-0.6,-0.340299660510555,-0.31071799019849655,-0.14036248515558375,1.8075290929013126
1776700613856,0.107,-0.7594286024652878,0.6539305067427532,0.8616789653831094,0.07553371436767872,-2.0,0.0,2.0,0.0,-0.6557754712989325,-0.28650149389265933,-52.598788625181115,-22.27276829080678,60.0,-8.057960883226695,-0.6,-0.41027022473202956,-0.3826710158139932,-0.16758754157120026,1.8062162876802246
1776700613954,0.098,-0.7555072102275302,0.6514872435719381,0.8626606063814799,0.09788381804726594,-2.0,0.0,2.0,0.0,-0.6639712076738509,-0.2716379143493081,-53.8169178342317,-21.244933763639274,60.0,-12.194102270545727,-0.6,-0.4741159746020795,-0.4514040412859048,-0.19139326121921516,1.8074121911199916
1776700614051,0.097,-0.7537955037560571,0.6496606196299843,0.86473662789592,0.07642401683833562,-2.0,0.0,2.0,0.0,-0.6588693289598703,-0.2861036380934763,-53.18263720190218,-22.605440605289303,60.0,-4.960109559889519,-0.6,-0.537133054706188,-0.5,-0.2171933337135697,1.8066287640790406
1776700614148,0.097,-0.7537955037560571,0.6496606196299843,0.86473662789592,0.07642401683833562,-2.0,0.0,2.0,0.0,-0.6589653263383357,-0.287357306960266,-52.899295454390185,-23.149070920366896,60.0,-7.703887883604433,-0.6,-0.6,-0.5,-0.2450669924887155,1.8066287640790406
1776700614254,0.106,-0.7472380544277392,0.6490240598452885,0.8664237608748168,0.06371513189906498,-2.0,0.0,2.0,0.0,-0.6585120239739689,-0.29518219285677094,-53.96832488241764,-23.671345194083145,60.0,-5.202392195607504,-0.6,-0.6,-0.5,-0.2753035106889742,1.809872871900469
1776700614355,0.101,-0.7457079569391681,0.6480951733123685,0.8691444652376816,0.02797285622522944,-2.0,0.0,2.0,0.0,-0.6482949630874958,-0.318039711625745,-52.33496094334061,-25.553353802613252,60.0,0.7883748328072738,-0.6,-0.6,-0.5,-0.30645420280901814,1.8088974883776785
1776700614458,0.103,-0.7467634097592342,0.6441801920072161,0.8749246621870067,-0.004253973724869398,-2.0,0.0,2.0,0.0,-0.6371913106136777,-0.33680373036620037,-51.01938626989947,-26.597417687858314,60.0,3.2020225591959703,-0.6,-0.6,-0.5,-0.3372255512998315,1.8031540662538452
1776700614554,0.096,-0.7479321406939999,0.6361540407520366,0.8831257599257136,0.023144723890630412,-2.0,0.0,2.0,0.0,-0.645501906295356,-0.31522281601721225,-51.59524286844706,-24.16642071934887,60.0,-6.469942280167099,-0.6,-0.6,-0.5,-0.35948998754348843,1.7943728586929104
1776700614656,0.102,-0.7515492838055737,0.6244197117147781,0.8925172930520313,0.05596611525652448,-2.0,0.0,2.0,0.0,-0.6533645191384996,-0.28811376581467485,-51.709280409851424,-21.573149478626668,60.0,-9.928872986927495,-0.6,-0.6,-0.5,-0.37736396677684375,1.7818661883915814
1776700614755,0.099,-0.7605549349077547,0.607484441342332,0.9050077571449385,0.017466912317735294,-2.0,0.0,2.0,0.0,-0.6371409291809667,-0.3046603755056779,-49.50607080376965,-21.885687484089637,60.0,2.043214799610051,-0.6,-0.6,-0.5,-0.39074994984993905,1.761893705013808
1776700614857,0.102,-0.7690557538254846,0.587351367967331,0.9181107421799536,0.003979582812660299,-2.0,0.0,2.0,0.0,-0.6286836129182749,-0.3031761927964285,-49.02305016791336,-21.305570315490385,60.0,0.17237804017341923,-0.6,-0.6,-0.5,-0.40157483718806836,1.7408876278581717
1776700614954,0.097,-0.7796285045215432,0.5631073244662811,0.9309488292593535,0.030029242874406285,-2.0,0.0,2.0,0.0,-0.6307191085532545,-0.27474035634776967,-48.59994316713396,-18.204715502341923,60.0,-7.016428409899553,-0.6,-0.6,-0.5,-0.4043089825142626,1.7173429626914496
1776700615052,0.098,-0.793635376200379,0.5352417442424315,0.9472807091919702,0.014740629052468387,-2.0,0.0,2.0,0.0,-0.6192371160985307,-0.27052264793580577,-47.15264155837802,-17.230568827629796,60.0,-0.5630746256667559,-0.6,-0.6,-0.5,-0.4031641117580578,1.6881994063422257
